*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr 16 2025 16:08:46
*************************************************
parsing config file: /pref/Pythia/config/coop_pythia.ini
unable to parse section: , name: bool coop_rl_enable, value: true
unable to parse section: , name: coop_enable_adaptive_alpha, value: true

trace_0 /pref/Pythia/NUTCH/traces/nutch_phase5_core0.trace.xz
trace_1 /pref/Pythia/NUTCH/traces/nutch_phase5_core1.trace.xz
trace_2 /pref/Pythia/NUTCH/traces/nutch_phase5_core2.trace.xz
trace_3 /pref/Pythia/NUTCH/traces/nutch_phase5_core3.trace.xz
Initialize SHIP state
warmup_instructions 50000000
simulation_instructions 150000000
champsim_seed 7170
measure_ipc 0
measure_ipc_epoch 1000
measure_dram_bw 1
measure_dram_bw_epoch 256
measure_cache_acc 1
measure_cache_acc_epoch 1024
l1d_perfect 0
l2c_perfect 0
llc_perfect 0
l1d_semi_perfect 0
l2c_semi_perfect 0
llc_semi_perfect 0
semi_perfect_cache_page_buffer_size 64

num_cpus 4
cpu_freq 4000
dram_io_freq 2400
page_size 4096
block_size 64
max_read_per_cycle 8
max_fill_per_cycle 1
dram_channels 2
log2_dram_channels 1
dram_ranks 1
dram_banks 8
dram_rows 65536
dram_columns 128
dram_row_size 8
dram_size 8192
dram_pages 2097152
======= Prefetcher Knob Settings =======
coop_enable_multicore: 0
coop_enable_bw_throttling: 1
coop_rl_enable: 0
coop_rl_ipc_threshold: 
coop_rl_alpha_high_ipc: 0.05
coop_rl_alpha_low_ipc: 0.01
coop_rl_bw_threshold: 10
========================================
fetch_width 6
decode_width 6
exec_width 4
lq_width 2
sq_width 2
retire_width 4
scheduler_size 128
branch_mispredict_penalty 20
rob_size 256
lq_size 72
sq_size 56
num_instr_destinations_sparc 4
num_instr_destinations 2
num_instr_sources 4

itlb_set 16
itlb_way 8
itlb_rq_size 16
itlb_wq_size 16
itlb_pq_size 0
itlb_mshr_size 8
itlb_latency 1

dtlb_set 16
dtlb_way 4
dtlb_rq_size 16
dtlb_wq_size 16
dtlb_pq_size 0
dtlb_mshr_size 8
dtlb_latency 1

stlb_set 128
stlb_way 12
stlb_rq_size 32
stlb_wq_size 32
stlb_pq_size 0
stlb_mshr_size 16
stlb_latency 8

l1i_size 32
l1i_set 64
l1i_way 8
l1i_rq_size 64
l1i_wq_size 64
l1i_pq_size 8
l1i_mshr_size 8
l1i_latency 1

l1d_size 32
l1d_set 64
l1d_way 8
l1d_rq_size 64
l1d_wq_size 64
l1d_pq_size 32
l1d_mshr_size 16
l1d_latency 4

l2c_size 256
l2c_set 512
l2c_way 8
l2c_rq_size 128
l2c_wq_size 32
l2c_pq_size 128
l2c_mshr_size 128
l2c_latency 10

llc_size 8192
llc_set 8192
llc_way 16
llc_rq_size 256
llc_wq_size 512
llc_pq_size 128
llc_mshr_size 256
llc_latency 20

dram_channel_width 8
dram_wq_size 64
dram_rq_size 64
tRP 15
tRCD 15
tCAS 12.5
dram_dbus_turn_around_time 30
dram_write_high_wm 56
dram_write_low_wm 48
min_dram_writes_per_switch 16
dram_mtps 2400
dram_dbus_return_time 13

[CoopPythia Config]
 - Bandwidth-aware throttling: Enabled
 - Multicore cooperation: Disabled
 - RL Enabled: No
 - Adaptive Alpha: Enabled
 - IPC Threshold: 4
 - BW Threshold: 10
 - Alpha High: 0.05
 - Alpha Low: 0.01

Heartbeat CPU  1 instructions:    1000000 cycles:     604569 heartbeat IPC: 1.65407 cumulative IPC: 1.65407 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    1000000 cycles:     647999 heartbeat IPC: 1.54321 cumulative IPC: 1.54321 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  2 instructions:    1000003 cycles:     672767 heartbeat IPC: 1.48640 cumulative IPC: 1.48640 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  3 instructions:    1000000 cycles:     691445 heartbeat IPC: 1.44625 cumulative IPC: 1.44625 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  2 instructions:    2000002 cycles:    1196042 heartbeat IPC: 1.91104 cumulative IPC: 1.67218 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  1 instructions:    2000000 cycles:    1209967 heartbeat IPC: 1.65181 cumulative IPC: 1.65294 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:    2000002 cycles:    1295867 heartbeat IPC: 1.54353 cumulative IPC: 1.54337 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  3 instructions:    2000001 cycles:    1339571 heartbeat IPC: 1.54291 cumulative IPC: 1.49302 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  1 instructions:    3000000 cycles:    1849251 heartbeat IPC: 1.56425 cumulative IPC: 1.62228 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:    3000002 cycles:    1943728 heartbeat IPC: 1.54354 cumulative IPC: 1.54343 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  2 instructions:    3000000 cycles:    1960014 heartbeat IPC: 1.30895 cumulative IPC: 1.53060 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  3 instructions:    3000002 cycles:    1987695 heartbeat IPC: 1.54292 cumulative IPC: 1.50929 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    2496791 heartbeat IPC: 1.54431 cumulative IPC: 1.60206 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2591583 heartbeat IPC: 1.54355 cumulative IPC: 1.54346 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    2608207 heartbeat IPC: 1.54275 cumulative IPC: 1.53362 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    2635812 heartbeat IPC: 1.54293 cumulative IPC: 1.51756 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  1 instructions:    5000002 cycles:    3144328 heartbeat IPC: 1.54432 cumulative IPC: 1.59017 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    3239443 heartbeat IPC: 1.54354 cumulative IPC: 1.54348 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  2 instructions:    5000001 cycles:    3256400 heartbeat IPC: 1.54275 cumulative IPC: 1.53544 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  3 instructions:    5000003 cycles:    3283933 heartbeat IPC: 1.54293 cumulative IPC: 1.52257 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  1 instructions:    6000000 cycles:    3791865 heartbeat IPC: 1.54431 cumulative IPC: 1.58233 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:    6000002 cycles:    3887305 heartbeat IPC: 1.54354 cumulative IPC: 1.54349 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  2 instructions:    6000000 cycles:    3904589 heartbeat IPC: 1.54276 cumulative IPC: 1.53665 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  3 instructions:    6000000 cycles:    3932043 heartbeat IPC: 1.54294 cumulative IPC: 1.52592 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  1 instructions:    7000001 cycles:    4439405 heartbeat IPC: 1.54431 cumulative IPC: 1.57679 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    4535172 heartbeat IPC: 1.54353 cumulative IPC: 1.54349 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  2 instructions:    7000001 cycles:    4552782 heartbeat IPC: 1.54275 cumulative IPC: 1.53752 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  3 instructions:    7000001 cycles:    4580163 heartbeat IPC: 1.54293 cumulative IPC: 1.52833 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    5086944 heartbeat IPC: 1.54431 cumulative IPC: 1.57265 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    5183025 heartbeat IPC: 1.54356 cumulative IPC: 1.54350 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    5200975 heartbeat IPC: 1.54275 cumulative IPC: 1.53817 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    5228282 heartbeat IPC: 1.54293 cumulative IPC: 1.53014 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  1 instructions:    9000000 cycles:    5734474 heartbeat IPC: 1.54433 cumulative IPC: 1.56946 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:    9000001 cycles:    5830891 heartbeat IPC: 1.54353 cumulative IPC: 1.54350 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  2 instructions:    9000001 cycles:    5849164 heartbeat IPC: 1.54276 cumulative IPC: 1.53868 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  3 instructions:    9000002 cycles:    5876402 heartbeat IPC: 1.54293 cumulative IPC: 1.53155 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  1 instructions:   10000001 cycles:    6382018 heartbeat IPC: 1.54430 cumulative IPC: 1.56690 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   10000001 cycles:    6478752 heartbeat IPC: 1.54354 cumulative IPC: 1.54351 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  2 instructions:   10000002 cycles:    6497357 heartbeat IPC: 1.54275 cumulative IPC: 1.53909 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  3 instructions:   10000000 cycles:    6524513 heartbeat IPC: 1.54294 cumulative IPC: 1.53268 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  1 instructions:   11000003 cycles:    7029559 heartbeat IPC: 1.54431 cumulative IPC: 1.56482 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   11000000 cycles:    7126613 heartbeat IPC: 1.54354 cumulative IPC: 1.54351 (Simulation time: 0 hr 1 min 13 sec) 
